query,ground_truth,dataset,model,error,generation_answer,hit_rate,mrr,precision,ndcg,exact_match,rouge_l_f1,semantic_similarity,faithfulness,answer_relevancy,llm_quality_score
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,bge-small,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,0.5693,0.6026630997657776,1.0
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,granite,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,0.5823,0.6026630997657776,5.0
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,gte-small,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,0.01,0.6026630997657776,3.0
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,harrier,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,1.0,0.6026630997657776,5.0
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,jina,No module named 'custom_st',,,,,,,,,,,
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,minilm-l12,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,1.0,0.6026630997657776,
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,mpnet,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,,0.6026630997657776,4.5
"Which genre originated in the Bronx in the 1970s and includes rapping, DJing, and breakdancing?",Hip-Hop,music_genres,qwen3,,"Hip-Hop is a cultural movement and music genre that emerged in the Bronx, New York City in the 1970s. It is built on four elements: rapping, DJing, breakdancing, and graffiti art, with artists like Grandmaster Flash and Tupac Shakur.",1.0,1.0,0.2,1.0,True,0.05,0.712553858757019,1.0,0.6026630997657776,5.0
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,bge-base,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,0.05,0.4953574538230896,1.0
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,bge-large,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,0.5,0.4953574538230896,
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,bge-small,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,1.0,0.4953574538230896,2.0
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,granite,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,1e-15,0.4953574538230896,
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,gte-small,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,,0.4953574538230896,
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,harrier,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,1.0,0.4953574538230896,
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,jina,No module named 'custom_st',,,,,,,,,,,
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,minilm-l12,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,0.7,0.4953574538230896,
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,mpnet,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,1.0,0.4953574538230896,
"Which language is known for its use in data science, machine learning, and has a famous snake-themed name?",Python,programming_languages,qwen3,,"Python is a high-level, interpreted programming language known for its readability, extensive standard library, and use in data science and machine learning. It was created by Guido van Rossum and emphasizes code simplicity with significant whitespace indentation.",1.0,1.0,0.2,1.0,True,0.052631578947368425,0.6996570229530334,1.0,0.4953574538230896,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,bge-base,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,1.0,0.6411502361297607,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,bge-large,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,1.0,0.6411502361297607,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,bge-small,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,1.0,0.6411502361297607,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,granite,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,0.5,0.6411502361297607,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,gte-small,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,0.01,0.6411502361297607,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,harrier,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,1.0,0.6411502361297607,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,jina,No module named 'custom_st',,,,,,,,,,,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,minilm-l12,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,1e-24,0.6411502361297607,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,mpnet,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,0.5,0.6411502361297607,
"Which language is known for its ownership model, memory safety, and is used in systems programming?",Rust,programming_languages,qwen3,,"Rust is a systems programming language focused on safety, performance, and concurrency without a garbage collector. Its ownership model guarantees memory safety by enforcing strict compile-time borrowing and lifetime rules.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.5924579501152039,0.0009,0.6411502361297607,
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,bge-base,,"Astrophysics is the branch of astronomy that applies physics principles to understand celestial objects, including stars, galaxies, and black holes. It studies phenomena like gravitational waves, cosmic microwave background radiation, and stellar evolution.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.6782999634742737,1.0,0.6835599541664124,
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,bge-large,,"Astrophysics is the branch of astronomy that applies physics principles to understand celestial objects, including stars, galaxies, and black holes. It studies phenomena like gravitational waves, cosmic microwave background radiation, and stellar evolution.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.6782999634742737,1.0,0.6835599541664124,
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,bge-small,,"Astronomy is the natural science that studies celestial objects, space, and the physical universe as a whole. It involves observing stars, planets, comets, and galaxies using telescopes and space-based instruments.",1.0,0.5,0.2,0.6309297535714575,False,0.0,0.5092058181762695,1.0,0.6228580474853516,1.0
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,granite,,"Astronomy is the natural science that studies celestial objects, space, and the physical universe as a whole. It involves observing stars, planets, comets, and galaxies using telescopes and space-based instruments.",1.0,0.5,0.2,0.6309297535714575,False,0.0,0.5092058181762695,1.0,0.6228580474853516,
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,gte-small,,"Astrophysics is the branch of astronomy that applies physics principles to understand celestial objects, including stars, galaxies, and black holes. It studies phenomena like gravitational waves, cosmic microwave background radiation, and stellar evolution.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.6782999634742737,1.0,0.6835599541664124,
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,harrier,,"Astronomy is the natural science that studies celestial objects, space, and the physical universe as a whole. It involves observing stars, planets, comets, and galaxies using telescopes and space-based instruments.",1.0,0.5,0.2,0.6309297535714575,False,0.0,0.5092058181762695,,0.6228580474853516,2.0
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,jina,No module named 'custom_st',,,,,,,,,,,
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,minilm-l12,,"Astronomy is the natural science that studies celestial objects, space, and the physical universe as a whole. It involves observing stars, planets, comets, and galaxies using telescopes and space-based instruments.",1.0,0.5,0.2,0.6309297535714575,False,0.0,0.5092058181762695,1.0,0.6228580474853516,
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,mpnet,,"Astrophysics is the branch of astronomy that applies physics principles to understand celestial objects, including stars, galaxies, and black holes. It studies phenomena like gravitational waves, cosmic microwave background radiation, and stellar evolution.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.6782999634742737,0.75,0.6835599541664124,
"Which field studies celestial objects like stars, galaxies, and black holes?",Astrophysics,science_fields,qwen3,,"Astrophysics is the branch of astronomy that applies physics principles to understand celestial objects, including stars, galaxies, and black holes. It studies phenomena like gravitational waves, cosmic microwave background radiation, and stellar evolution.",1.0,1.0,0.2,1.0,True,0.05882352941176471,0.6782999634742737,1.0,0.6835599541664124,
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,bge-base,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,1.0,0.6661065220832825,
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,bge-large,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,1.0,0.6661065220832825,
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,bge-small,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,1e-05,0.6661065220832825,
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,granite,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,0.02,0.6661065220832825,4.0
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,gte-small,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,1.0,0.6661065220832825,
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,harrier,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,1.0,0.6661065220832825,4.0
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,jina,No module named 'custom_st',,,,,,,,,,,
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,minilm-l12,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,1.0,0.6661065220832825,
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,mpnet,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,0.9515,0.6661065220832825,
"Which field focuses on the study of genes, DNA, and heredity?",Genetics,science_fields,qwen3,,"Genetics is the study of genes, genetic variation, and heredity in living organisms. It encompasses DNA structure, gene expression, mutation, inheritance patterns, and the field of genomics made possible by DNA sequencing.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6617386937141418,,0.6661065220832825,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,bge-base,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,1.0,0.7627617120742798,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,bge-large,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,1.0,0.7627617120742798,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,bge-small,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,0.5,0.7627617120742798,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,granite,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,0.125,0.7627617120742798,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,gte-small,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,1.0,0.7627617120742798,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,harrier,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,1.0,0.7627617120742798,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,jina,No module named 'custom_st',,,,,,,,,,,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,minilm-l12,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,1.0,0.7627617120742798,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,mpnet,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,1.0,0.7627617120742798,
Which field deals with the design and building of robots and automated systems?,Robotics,science_fields,qwen3,,"Robotics is an interdisciplinary field combining mechanical engineering, electrical engineering, and computer science to design and build robots. Applications range from industrial manufacturing automation to surgical assistance and autonomous vehicles.",1.0,1.0,0.2,1.0,True,0.06451612903225806,0.7013993263244629,1.0,0.7627617120742798,
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,bge-base,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6613675355911255,3.0
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,bge-large,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,0.0003,0.6613675355911255,5.0
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,bge-small,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6613675355911255,
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,granite,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6613675355911255,1.0
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,gte-small,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6613675355911255,
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,harrier,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6613675355911255,1.0
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,jina,No module named 'custom_st',,,,,,,,,,,
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,minilm-l12,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6613675355911255,1.0
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,mpnet,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6613675355911255,5.0
Which sport is known as 'the beautiful game' and is played with 11 players per side using a round ball?,Soccer,sports,qwen3,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6613675355911255,5.0
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,bge-base,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6341598033905029,
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,bge-large,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6341598033905029,5.0
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,bge-small,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6341598033905029,5.0
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,granite,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6341598033905029,3.0
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,gte-small,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,,0.6341598033905029,
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,harrier,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6341598033905029,1.0
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,jina,No module named 'custom_st',,,,,,,,,,,
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,minilm-l12,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,0.5,0.6341598033905029,
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,mpnet,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6341598033905029,3.0
Which sport involves kicking a ball into the opponent's goal and the World Cup?,Soccer,sports,qwen3,,"Soccer, known as football outside the United States, is the world's most popular sport played with 11 players per side using a round ball. It is governed by FIFA and features the World Cup as its premier international tournament every four years.",1.0,1.0,0.2,1.0,True,0.0,0.657521665096283,1.0,0.6341598033905029,1.0
Which company developed the iPhone and Mac computers?,Apple,tech_companies,bge-base,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,1.0,0.6780431866645813,
Which company developed the iPhone and Mac computers?,Apple,tech_companies,bge-large,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,1.0,0.6780431866645813,
Which company developed the iPhone and Mac computers?,Apple,tech_companies,bge-small,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,1.0,0.6780431866645813,
Which company developed the iPhone and Mac computers?,Apple,tech_companies,granite,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,0.17,0.6780431866645813,4.0
Which company developed the iPhone and Mac computers?,Apple,tech_companies,gte-small,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,1.0,0.6780431866645813,5.0
Which company developed the iPhone and Mac computers?,Apple,tech_companies,harrier,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,1.0,0.6780431866645813,4.0
Which company developed the iPhone and Mac computers?,Apple,tech_companies,jina,No module named 'custom_st',,,,,,,,,,,
Which company developed the iPhone and Mac computers?,Apple,tech_companies,minilm-l12,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,1.0,0.6780431866645813,5.0
Which company developed the iPhone and Mac computers?,Apple,tech_companies,mpnet,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,1.0,0.6780431866645813,1.0
Which company developed the iPhone and Mac computers?,Apple,tech_companies,qwen3,,"Apple is an American multinational technology company headquartered in Cupertino, California, founded by Steve Jobs in 1976. It designs the iPhone, Mac computers, iPad tablets, and the iOS and macOS operating systems.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6301371455192566,0.09,0.6780431866645813,5.0
Which company created the Windows operating system and Azure cloud platform?,Microsoft,tech_companies,bge-base,,"Microsoft is an American technology company founded by Bill Gates in 1975 and headquartered in Redmond, Washington. It developed the Windows operating system, Office productivity suite, and the Azure cloud computing platform.",1.0,1.0,0.2,1.0,True,0.06060606060606061,0.6214616894721985,1.0,0.7122591733932495,5.0
